original_title,popularity,vote_average,vote_count,Comedy,TV Movie,Family,Science Fiction,Drama,Romance,Action,War,Mystery,Music,Adventure,Crime,Horror,Animation,History,Fantasy,Western,Thriller,Running time,Budget,Box Office,Actors Box Office %,Director Box Office %,Earnings,Oscar and Golden Globes nominations,Oscar and Golden Globes awards,IMDb score,ROI,successo
The Break-Up,22.653,5.88,2592,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,106,52000000,204000000,0.8332999999999999,1.0,152000000,0,0,5.8,2.923076923076923,0
The Specialist,70.155,5.88,1237,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,110,45000000,37100000,0.44439999999999996,0.5,-7900000,0,0,5.4,-0.17555555555555555,0
Earth to Echo,13.219,5.879,564,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,91,13000000,45000000,1.0,0.5,32000000,0,0,5.8,2.4615384615384617,0
Sinister 2,34.653,5.875,2053,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,97,10000000,27000000,1.0,1.0,17000000,0,0,5.2,1.7,0
New Year's Eve,19.251,5.875,2076,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,113,56000000,142000000,0.65,0.875,86000000,1,0,5.7,1.5357142857142858,0
This Is 40,34.399,5.873,2093,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,35000000,88000000,0.6667000000000001,0.8,53000000,1,0,6.2,1.5142857142857142,0
Undercover Brother,19.276,5.873,362,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,86,25000000,41000000,0.6165999999999999,0.6,16000000,0,0,5.8,0.64,0
Abduction,32.84,5.871,2813,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,106,35000000,50000000,0.0,0.4285,15000000,0,0,5.0,0.42857142857142855,0
Splice,30.106,5.871,2167,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,104,26000000,25000000,0.3333,0.3333,-1000000,0,0,5.8,-0.038461538461538464,0
Love Happens,15.019,5.9,638,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,109,18000000,36000000,0.5555,1.0,18000000,0,0,5.6,1.0,0
Funny People,30.055,5.871,1235,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,153,75000000,71000000,0.6296,0.8,-4000000,0,0,6.4,-0.05333333333333334,0
RoboCop,58.137,5.87,5351,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,117,100000000,242000000,0.5333,0.6667000000000001,142000000,0,0,6.2,1.42,0
RoboCop,58.137,5.87,5351,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,117,100000000,242000000,0.5333,0.6667000000000001,142000000,1,0,6.2,1.42,0
The Big Wedding,14.681,5.87,1110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,35000000,26000000,0.2933,0.0,-9000000,0,0,5.6,-0.2571428571428571,0
The Haunting in Connecticut 2: Ghosts of Georgia,15.129,5.868,493,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,101,9000000,1890000,0.3333,0.0,-7110000,0,0,5.3,-0.79,0
Little Nicky,40.847,5.9,1735,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,90,80000000,58000000,0.8518000000000001,0.5,-22000000,0,0,5.3,-0.275,0
Free Birds,32.103,5.866,745,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,91,55000000,110000000,0.7222,0.5,55000000,0,0,5.9,1.0,0
Pushing Tin,13.006,5.866,378,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,124,38000000,31500000,0.5,0.4285,-6500000,0,0,6.0,-0.17105263157894737,0
Straw Dogs,23.799,5.865,528,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,110,25000000,11000000,0.16670000000000001,0.0,-14000000,0,0,5.8,-0.56,0
Exodus: Gods and Kings,58.535,5.863,4424,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,150,140000000,268000000,0.4285,0.3529,128000000,2,0,6.1,0.9142857142857143,0
Identity Thief,43.011,5.863,3249,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,120,35000000,174000000,1.0,1.0,139000000,1,0,5.7,3.9714285714285715,0
Barnyard,31.263,5.9,1045,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,90,51000000,117000000,0.5,0.75,66000000,0,0,5.6,1.2941176470588236,0
Beverly Hills Cop III,31.759,5.862,1712,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,104,55000000,119000000,0.5,1.0,64000000,0,0,5.5,1.1636363636363636,0
The Benchwarmers,24.465,5.859,836,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,33000000,57000000,0.5,0.6667000000000001,24000000,0,0,5.6,0.7272727272727273,0
Friday the 13th Part III,34.973,5.9,1318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,91,4000000,36600000,1.0,0.8,32600000,0,0,5.7,8.15,0
Only God Forgives,17.502,5.857,2349,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,90,4800000,10000000,0.6825,0.6667000000000001,5200000,0,0,5.7,1.0833333333333333,0
The Spy Next Door,22.331,5.856,1253,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,94,28000000,45000000,0.5,0.3333,17000000,0,0,5.4,0.6071428571428571,0
Blade: Trinity,73.787,5.855,3734,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,122,65000000,132000000,0.75,1.0,67000000,0,0,5.9,1.0307692307692307,0
Planet 51,36.735,5.855,1959,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,91,70000000,72000000,0.7,0.0,2000000,0,0,6.1,0.02857142857142857,0
Beerfest,20.635,5.854,520,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,17500000,20100000,0.11109999999999999,0.5,2600000,0,0,6.3,0.14857142857142858,0
The Wolfman,43.185,5.854,1926,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,119,150000000,142000000,0.44,0.5,-8000000,1,0,5.8,-0.05333333333333334,0
The Bounty Hunter,21.686,5.853,2769,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,110,40000000,136000000,0.6667000000000001,0.6667000000000001,96000000,0,0,5.5,2.4,0
The Rookie,26.218,5.853,514,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,127,20000000,76000000,1.0,0.6,56000000,0,0,7.0,2.8,1
Escape from L.A.,26.23,5.851,1364,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,101,50000000,42000000,0.6667000000000001,0.5384,-8000000,0,0,5.7,-0.16,0
Poseidon,38.192,5.85,2069,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,98,160000000,182000000,0.61,0.6667000000000001,22000000,1,0,5.6,0.1375,0
Poseidon,38.192,5.85,2069,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,98,160000000,182000000,0.61,0.6667000000000001,22000000,1,0,5.6,0.1375,0
Big Fat Liar,16.351,5.8,774,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,88,15000000,53000000,0.6667000000000001,0.9167000000000001,38000000,0,0,5.4,2.533333333333333,0
A Nightmare on Elm Street 4: The Dream Master,25.814,5.8,1337,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,99,7000000,49000000,1.0,0.2,42000000,0,0,5.7,6.0,0
Mr. Deeds,28.519,5.848,2168,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,96,50000000,171000000,0.9629000000000001,0.5,121000000,0,0,5.8,2.42,0
Our Brand Is Crisis,12.579,5.843,479,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,107,28000000,8000000,0.44,0.25,-20000000,0,0,6.1,-0.7142857142857143,0
Money Train,25.951,5.842,728,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,105,68000000,144000000,0.6667000000000001,1.0,76000000,0,0,5.6,1.1176470588235294,0
The Five-Year Engagement,21.071,5.841,1286,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,131,30000000,54000000,0.5,0.75,24000000,0,0,6.2,0.8,0
The Black Hole,16.648,5.841,462,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,98,20000000,26000000,0.3333,0.0,6000000,0,0,5.9,0.3,0
Battleship,82.023,5.841,5341,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,131,209000000,303000000,0.2,0.3333,94000000,0,0,5.9,0.44976076555023925,0
Mortal Kombat,34.823,5.84,2189,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,101,18000000,122000000,0.7222,0.5,104000000,0,0,5.8,5.777777777777778,0
2012,104.824,5.839,11669,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,158,200000000,800000000,0.6388,0.5,600000000,0,0,5.8,3.0,0
1941,16.18,5.838,582,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,142,35000000,30000000,0.3333,0.846,-5000000,1,0,5.9,-0.14285714285714285,0
My Name Is Bruce,8.286,5.838,321,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,84,1500000,1700000,0.3333,0.0,200000,0,0,6.3,0.13333333333333333,0
Hostel: Part II,30.942,5.835,1936,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,94,10000000,35000000,1.0,0.6667000000000001,25000000,0,0,5.4,2.5,0
The Campaign,46.272,5.834,1680,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,95000000,104000000,0.3333,0.5714,9000000,0,0,6.2,0.09473684210526316,0
3000 Miles to Graceland,19.378,5.834,613,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,125,42000000,77000000,0.6667000000000001,0.0,35000000,0,0,5.9,0.8333333333333334,0
The Pink Panther,30.679,5.833,1858,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,93,65000000,158000000,0.6667000000000001,0.9167000000000001,93000000,1,0,5.6,1.4307692307692308,0
Fortress,34.993,5.8,320,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,95,8000000,48000000,0.77,1.0,40000000,0,0,5.9,5.0,0
Q,20.406,5.832,376,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,103,1500000,1000000,0.0,0.0,-500000,0,0,5.6,-0.3333333333333333,0
The Brothers Grimm,21.452,5.8,2644,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,118,88000000,105000000,0.5333,0.4285,17000000,0,0,5.9,0.19318181818181818,0
Jack the Giant Slayer,38.911,5.831,4779,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,114,195000000,195000000,0.4167,0.75,0,0,0,6.3,0.0,0
R.I.P.D.,34.099,5.83,3858,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,96,130000000,79000000,0.5555,0.6667000000000001,-51000000,0,0,5.6,-0.3923076923076923,0
Jane Got a Gun,17.29,5.8,789,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,98,25000000,3000000,0.3333,0.4,-22000000,0,0,5.8,-0.88,0
The Killer Inside Me,30.316,5.829,553,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,109,13000000,400000,0.7222,0.0,-12600000,0,0,6.1,-0.9692307692307692,0
Legion,52.171,5.8,2498,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,100,26000000,67000000,0.8889,0.5,41000000,0,0,5.2,1.5769230769230769,0
New in Town,13.067,5.829,462,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,97,8000000,29100000,0.4928,1.0,21100000,0,0,5.6,2.6375,0
Four Rooms,29.723,5.829,2570,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,4000000,4200000,0.4167,0.0,200000,0,0,6.7,0.05,0
The Object of My Affection,11.297,5.828,300,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,111,15000000,30000000,0.6667000000000001,0.6667000000000001,15000000,0,0,6.0,1.0,0
Crocodile Dundee II,20.367,5.828,1057,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,108,15800000,240000000,0.3333,1.0,224200000,0,0,5.5,14.189873417721518,0
Charlie's Angels,33.011,5.827,4017,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,94,92000000,264000000,0.3333,0.5,172000000,0,0,5.5,1.8695652173913044,0
Under Siege 2: Dark Territory,25.213,5.8,866,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,92,60000000,60000000,0.3333,0.0,0,0,0,5.4,0.0,0
The Boss,26.185,5.824,1289,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,29000000,105000000,1.0,1.0,76000000,0,0,5.3,2.6206896551724137,0
Extract,64.569,5.825,575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,8000000,10000000,0.4928,0.3333,2000000,0,0,6.2,0.25,0
Mystery Men,29.127,5.825,792,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,121,65000000,57000000,0.61,0.0,-8000000,0,0,6.0,-0.12307692307692308,0
Pinocchio,24.311,5.8,747,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,88,2600000,164000000,1.0,1.0,161400000,0,0,7.5,62.07692307692308,1
21 & Over,16.558,5.823,1478,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,13000000,48000000,1.0,1.0,35000000,0,0,5.9,2.6923076923076925,0
Race to Witch Mountain,16.811,5.823,1648,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,98,65000000,106000000,0.4167,0.6667000000000001,41000000,0,0,5.7,0.6307692307692307,0
Resident Evil: Retribution,4.441,5.822,3858,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,96,65000000,238000000,0.5,0.5,173000000,0,0,5.4,2.6615384615384614,0
Neighbors 2: Sorority Rising,21.28,5.821,4290,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,35000000,108000000,0.8889,0.75,73000000,0,0,6.0,2.085714285714286,0
Death at a Funeral,20.557,5.821,940,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,9000000,50000000,0.6833,0.25,41000000,0,0,7.4,4.555555555555555,1
Firewall,33.982,5.819,905,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,105,50000000,82700000,0.38880000000000003,0.0,32700000,0,0,5.8,0.654,0
Leatherheads,20.675,5.818,428,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,114,58000000,44000000,0.0,0.6,-14000000,0,0,6.0,-0.2413793103448276,0
Bandslam,24.262,5.8,441,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,111,20000000,12200000,0.5,0.0,-7800000,0,0,6.4,-0.39,0
Punisher: War Zone,24.753,5.816,1098,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,103,35000000,10000000,0.5,0.0,-25000000,0,0,6.0,-0.7142857142857143,0
Big Momma's House,24.148,5.815,2230,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,30000000,173000000,0.8665999999999999,1.0,143000000,0,0,5.1,4.766666666666667,0
Alvin and the Chipmunks,55.085,5.813,4273,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,92,60000000,361000000,0.8332999999999999,0.25,301000000,0,0,5.2,5.016666666666667,0
Sgt. Bilko,13.056,5.812,335,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,39000000,43000000,0.11109999999999999,0.5,4000000,0,0,5.7,0.10256410256410256,0
54,16.217,5.81,455,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,121,13000000,16000000,0.5,0.0,3000000,0,0,5.8,0.23076923076923078,0
Absentia,16.088,5.808,324,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,87,70000,372000,1.0,1.0,302000,0,0,5.8,4.314285714285714,0
The X Files: I Want to Believe,21.653,5.808,1450,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,108,30000000,68300000,0.4167,1.0,38300000,0,0,5.9,1.2766666666666666,0
Hard Rain,25.697,5.807,676,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,97,70000000,19900000,0.77,0.0,-50100000,0,0,5.8,-0.7157142857142857,0
The Eye,26.594,5.805,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,92,12000000,56000000,0.8332999999999999,1.0,44000000,0,0,5.4,3.6666666666666665,0
Alfie,21.773,5.804,768,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,103,60000000,55000000,0.5555,0.0,-5000000,1,0,6.2,-0.08333333333333333,0
Trainwreck,48.572,5.803,2517,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,129,35000000,142000000,1.0,0.8,107000000,1,0,6.3,3.057142857142857,0
That's My Boy,39.309,5.803,1862,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,116,70000000,58000000,0.2962,0.5,-12000000,0,0,5.6,-0.17142857142857143,0
The Three Musketeers,35.926,5.803,2562,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,110,75000000,132000000,0.3333,0.5,57000000,0,0,5.8,0.76,0
Laws of Attraction,12.52,5.803,404,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,90,28000000,23000000,0.3333,0.5,-5000000,0,0,5.9,-0.17857142857142858,0
House at the End of the Street,17.018,5.802,1751,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,101,6900000,44000000,0.9523,1.0,37100000,0,0,5.6,5.3768115942028984,0
The Core,29.589,5.802,1808,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,135,60000000,75000000,0.16670000000000001,0.0,15000000,0,0,5.4,0.25,0
Stay Alive,17.645,5.801,710,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,75,20000000,27000000,0.1333,0.6667000000000001,7000000,0,0,5.1,0.35,0
Starsky & Hutch,27.279,5.801,2215,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,60000000,170000000,0.5333,0.7142000000000001,110000000,0,0,6.1,1.8333333333333333,0
Four Christmases,24.063,5.798,1095,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,88,80000000,163000000,0.738,1.0,83000000,0,0,5.6,1.0375,0
Drillbit Taylor,31.137,5.797,986,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,40000000,68000000,0.5,0.5,28000000,0,0,5.7,0.7,0
Cirque du Freak: The Vampire's Assistant,36.741,5.795,1043,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,109,40000000,39000000,0.6667000000000001,0.5,-1000000,0,0,5.9,-0.025,0
Analyze That,25.166,5.795,1183,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,96,60000000,30000000,0.4,0.5,-30000000,0,0,5.9,-0.5,0
Spy Kids,47.325,5.794,3320,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,88,35000000,147000000,0.8889,0.7272,112000000,1,0,5.4,3.2,0
Cry_Wolf,20.094,5.792,518,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,90,1000000,10000000,0.77,0.6667000000000001,9000000,0,0,5.9,9.0,0
Scary Movie 2,49.818,5.8,4464,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,45000000,72000000,0.4722,0.5,27000000,0,0,5.2,0.6,0
Young Adult,32.796,5.79,1197,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,94,12000000,22800000,0.11109999999999999,0.6667000000000001,10800000,1,0,6.3,0.9,0
Failure to Launch,22.808,5.79,1573,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,95,50000000,128000000,0.6667000000000001,0.3333,78000000,0,0,5.6,1.56,0
Kicking & Screaming,22.497,5.789,607,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,45000000,56000000,0.9047,0.6667000000000001,11000000,0,0,5.6,0.24444444444444444,0
Cutthroat Island,17.603,5.788,521,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,124,98000000,10300000,0.5,0.2,-87700000,0,0,5.6,-0.8948979591836734,0
Not Another Teen Movie,34.021,5.787,1983,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,16000000,66000000,1.0,1.0,50000000,0,0,5.7,3.125,0
The Alamo,18.826,5.787,314,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,137,107000000,26000000,0.5,0.6,-81000000,0,0,6.0,-0.7570093457943925,0
The Alamo,18.826,5.787,314,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,137,107000000,23000000,0.5,0.6,-84000000,0,0,6.0,-0.7850467289719626,0
Priest,47.618,5.783,2178,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,87,60000000,30000000,0.0,0.5,-30000000,0,0,5.7,-0.5,0
Fantastic Four,89.061,5.783,9046,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,100,120000000,167000000,0.6,0.3333,47000000,0,0,4.3,0.39166666666666666,0
Fantastic Four,89.061,5.783,9046,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,100,120000000,167000000,0.6,0.3333,47000000,0,0,4.3,0.39166666666666666,0
To Rome with Love,9.832,5.778,1950,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,112,17000000,30000000,0.0,0.2857,13000000,0,0,6.3,0.7647058823529411,0
The Hole,18.775,5.777,699,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,92,12000000,9000000,0.5,0.4285,-3000000,0,0,5.7,-0.25,0
G.I. Joe: The Rise of Cobra,39.068,5.777,4470,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,118,175000000,302000000,0.6667000000000001,0.5,127000000,0,0,5.8,0.7257142857142858,0
Vanity Fair,16.269,5.777,329,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,141,23000000,26000000,0.22219999999999998,0.25,3000000,0,0,6.2,0.13043478260869565,0
Mary Reilly,15.562,5.776,302,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,108,47000000,13600000,0.16670000000000001,0.5454,-33400000,0,0,5.8,-0.7106382978723405,0
Just Married,31.841,5.774,1307,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,95,18000000,102000000,1.0,0.9167000000000001,84000000,0,0,5.4,4.666666666666667,0
Annabelle,68.986,5.771,5927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,99,6500000,257000000,0.6667000000000001,0.5,250500000,0,0,5.4,38.53846153846154,0
Eight Legged Freaks,28.938,5.771,1176,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,99,30000000,45000000,0.3333,0.0,15000000,0,0,5.4,0.5,0
Hercules,71.176,5.768,3959,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,101,100000000,244000000,1.0,0.6,144000000,0,0,6.0,1.44,0
Hercules,71.176,5.768,3959,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,101,100000000,244000000,1.0,0.6,144000000,0,0,6.0,1.44,0
The Smurfs 2,30.276,5.768,2117,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,105,105000000,347000000,0.8332999999999999,1.0,242000000,0,0,5.4,2.3047619047619046,0
Don't Be Afraid of the Dark,20.529,5.8,1006,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,99,25000000,1200000,0.16670000000000001,0.0,-23800000,0,0,5.6,-0.952,0
Domestic Disturbance,18.336,5.765,402,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,89,53000000,54500000,0.6667000000000001,0.2,1500000,0,0,5.5,0.02830188679245283,0
88 Minutes,27.789,5.764,1030,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,108,30000000,32800000,0.3055,0.0,2800000,0,0,5.9,0.09333333333333334,0
The Punisher,34.985,5.763,559,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,140,33000000,54000000,0.0,0.0,21000000,0,0,6.5,0.6363636363636364,0
The Nut Job,23.26,5.762,912,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,85,42000000,120000000,0.5777,1.0,78000000,0,0,5.8,1.8571428571428572,0
30 Minutes or Less,17.851,5.762,1638,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,83,28000000,40000000,0.5,0.3333,12000000,0,0,6.1,0.42857142857142855,0
Big Momma's House 2,27.157,5.762,1541,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,40000000,141000000,1.0,0.75,101000000,0,0,4.6,2.525,0
Superman Returns,53.252,5.762,4040,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,169,209000000,391000000,0.3,0.75,182000000,1,0,6.1,0.8708133971291866,0
The To Do List,16.384,5.76,982,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,104,1500000,3500000,0.6667000000000001,1.0,2000000,0,0,5.8,1.3333333333333333,0
Stuart Little 2,26.757,5.76,2319,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,77,120000000,170000000,0.16670000000000001,0.6,50000000,0,0,5.4,0.4166666666666667,0
Collateral Damage,30.241,5.759,1330,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,108,85000000,78000000,0.16670000000000001,0.5,-7000000,0,0,5.5,-0.08235294117647059,0
Hop,33.804,5.758,1200,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,95,63000000,108000000,0.5,0.25,45000000,0,0,5.5,0.7142857142857143,0
Paranormal Activity 2,25.613,5.756,2350,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,98,3000000,177000000,1.0,1.0,174000000,0,0,5.7,58.0,0
Into the Woods,20.473,5.755,4159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,125,50000000,213000000,0.5225,0.6,163000000,3,0,6.0,3.26,0
Quarantine,22.815,5.751,1199,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,89,12000000,41000000,1.0,1.0,29000000,0,0,6.0,2.4166666666666665,0
The Skulls,14.716,5.75,532,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,106,15000000,35000000,0.5,0.8181,20000000,0,0,5.6,1.3333333333333333,0
The Order,25.266,5.749,340,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,102,38000000,19500000,0.3111,0.4,-18500000,0,0,5.1,-0.4868421052631579,0
Maximum Risk,22.989,5.748,474,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,101,25000000,51000000,0.61,1.0,26000000,0,0,5.4,1.04,0
When a Stranger Calls,21.927,5.748,1010,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,87,15000000,66000000,0.5,0.5,51000000,0,0,5.0,3.4,0
