original_title,popularity,vote_average,vote_count,Comedy,TV Movie,Family,Science Fiction,Drama,Romance,Action,War,Mystery,Music,Adventure,Crime,Horror,Animation,History,Fantasy,Western,Thriller,Running time,Budget,Box Office,Actors Box Office %,Director Box Office %,Earnings,Oscar and Golden Globes nominations,Oscar and Golden Globes awards,IMDb score,ROI,successo
Multiplicity,25.578,5.747,517,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,117,45000000,56000000,0.3333,0.5,11000000,0,0,6.0,0.24444444444444444,0
Sausage Party,179.337,5.746,7041,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,89,19000000,140000000,0.8889,1.0,121000000,1,0,7.5,6.368421052631579,1
Planet of the Apes,209.081,5.7,3910,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,119,100000000,362000000,0.3333,0.6667000000000001,262000000,1,0,5.7,2.62,0
Planet of the Apes,209.081,5.7,3910,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,119,100000000,180000000,0.3333,0.6667000000000001,80000000,1,0,5.7,0.8,0
Miss Congeniality 2: Armed and Fabulous,20.971,5.744,1775,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,115,45000000,72000000,0.25,0.3333,27000000,0,0,5.0,0.6,0
Fool's Gold,24.138,5.742,1422,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,112,70000000,111000000,0.2777,0.6667000000000001,41000000,0,0,5.6,0.5857142857142857,0
The Reaping,29.714,5.739,786,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,99,40000000,62000000,0.11109999999999999,0.2,22000000,0,0,5.7,0.55,0
The Gunman,22.897,5.739,921,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,115,40000000,24000000,0.3333,0.25,-16000000,0,0,5.8,-0.4,0
Man of the House,10.217,5.739,447,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,40000000,19600000,0.3333,0.4285,-20400000,0,0,5.4,-0.51,0
Pet Sematary,206.704,5.738,3103,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,103,11500000,57000000,0.3333,0.5,45500000,0,0,6.6,3.9565217391304346,0
Escape from Planet Earth,20.776,5.737,729,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,89,40000000,120000000,0.9333,1.0,80000000,0,0,5.9,2.0,0
Herbie Fully Loaded,45.007,5.737,2193,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,101,50000000,144000000,0.7222,0.5,94000000,0,0,4.7,1.88,0
Wrath of the Titans,39.393,5.734,4052,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,99,150000000,305000000,0.6444,0.8332999999999999,155000000,0,0,5.8,1.0333333333333334,0
The Whole Ten Yards,19.468,5.732,916,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,98,40000000,76500000,0.61,0.3333,36500000,0,0,5.5,0.9125,0
Disturbing Behavior,23.419,5.731,351,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,84,15000000,17000000,0.3333,0.0,2000000,0,0,5.5,0.13333333333333333,0
City by the Sea,12.341,5.73,331,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,108,60000000,29000000,0.5111,0.0,-31000000,0,0,6.2,-0.5166666666666667,0
Pixels,83.389,5.729,7318,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,106,88000000,245000000,0.8518000000000001,0.7272,157000000,0,0,5.6,1.7840909090909092,0
Chain Reaction,33.778,5.729,1026,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,107,50000000,60500000,0.44,0.5,10500000,0,0,5.6,0.21,0
Abraham Lincoln: Vampire Hunter,38.092,5.726,3227,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,105,69000000,116000000,0.5,0.5,47000000,0,0,5.9,0.6811594202898551,0
Battle for the Planet of the Apes,80.515,5.728,878,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,96,1800000,8900000,1.0,1.0,7100000,0,0,5.5,3.9444444444444446,0
Exit Wounds,26.858,5.725,454,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,101,33000000,19000000,0.11109999999999999,0.2,-14000000,0,0,5.5,-0.42424242424242425,0
The Man,21.521,5.724,519,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,83,33000000,16000000,0.11109999999999999,0.2,-17000000,0,0,5.5,-0.5151515151515151,0
America's Sweethearts,10.211,5.717,792,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,102,48000000,93100000,0.5,0.5,45100000,0,0,5.7,0.9395833333333333,0
The Ant Bully,35.474,5.713,1324,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,88,50000000,40000000,0.5,0.5,-10000000,0,0,5.9,-0.2,0
Armored,27.917,5.712,615,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,88,27000000,35000000,0.5,0.5,8000000,0,0,5.7,0.2962962962962963,0
Red Planet,28.384,5.711,979,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,106,70000000,33000000,0.0,0.0,-37000000,0,0,5.7,-0.5285714285714286,0
Gamer,27.098,5.708,2296,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,95,50000000,42400000,0.3333,0.4,-7600000,0,0,5.8,-0.152,0
Alvin and the Chipmunks: Chipwrecked,44.331,5.709,2094,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,87,75000000,342000000,1.0,1.0,267000000,0,0,4.4,3.56,0
Win a Date with Tad Hamilton!,12.443,5.7,474,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,95,24000000,17000000,0.3333,0.6667000000000001,-7000000,1,0,5.6,-0.2916666666666667,0
The Tuxedo,28.334,5.707,1869,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,98,60000000,77000000,0.3055,0.0,17000000,0,0,5.3,0.2833333333333333,0
Urban Legend,31.062,5.706,1239,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,99,14000000,72400000,0.6388,1.0,58400000,0,0,5.5,4.171428571428572,0
The Green Inferno,32.405,5.705,1372,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,100,6000000,7000000,0.5,0.6667000000000001,1000000,0,0,5.4,0.16666666666666666,0
Prom Night,33.408,5.704,406,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,89,20000000,43000000,0.6667000000000001,1.0,23000000,0,0,3.9,1.15,0
You Don't Mess with the Zohan,41.56,5.705,3621,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,113,90000000,199000000,0.7962,0.6667000000000001,109000000,0,0,5.5,1.211111111111111,0
Garfield,228.763,5.703,3849,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80,35000000,203000000,0.6667000000000001,0.25,168000000,0,0,5.0,4.8,0
Fame,15.45,5.702,357,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,123,18000000,18000000,0.3333,0.0,0,0,0,5.0,0.0,0
Hot Pursuit,27.362,5.7,1554,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,87,35000000,51000000,0.3333,0.6,16000000,0,0,5.1,0.45714285714285713,0
Timeline,43.164,5.694,1016,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,116,80000000,44000000,0.3333,0.5,-36000000,0,0,5.6,-0.45,0
Haywire,30.716,5.693,1315,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,93,23000000,34000000,0.5333,0.6875,11000000,1,0,5.8,0.4782608695652174,0
Red Dawn,37.653,5.692,1556,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,114,16900000,38000000,0.6667000000000001,0.75,21100000,0,0,6.4,1.2485207100591715,0
Beyond the Black Rainbow,13.109,5.693,336,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,110,1100000,550000,0.0,0.0,-550000,0,0,6.1,-0.5,0
Doctor Dolittle,38.448,5.693,2964,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,85,71500000,294000000,0.8889,0.75,222500000,0,0,5.3,3.111888111888112,0
Hall Pass,24.601,5.687,1902,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,111,36000000,93000000,0.8332999999999999,0.6667000000000001,57000000,0,0,5.9,1.5833333333333333,0
Aliens in the Attic,19.233,5.7,966,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,86,45000000,58000000,0.0,0.6667000000000001,13000000,0,0,5.4,0.28888888888888886,0
The Art of War,12.494,5.686,466,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,116,40000000,40000000,0.3333,0.0,0,0,0,5.7,0.0,0
The Stepford Wives,17.821,5.686,1269,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,93,90000000,102000000,0.3333,0.25,12000000,0,0,5.2,0.13333333333333333,0
My Stepmother Is an Alien,21.204,5.684,491,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,20000000,13000000,0.5,0.0,-7000000,0,0,5.2,-0.35,0
Reindeer Games,27.762,5.683,630,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,124,34000000,31000000,0.5555,0.0,-3000000,0,0,5.7,-0.08823529411764706,0
Life or Something Like It,16.972,5.679,481,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,103,40000000,38500000,0.6667000000000001,0.4285,-1500000,0,0,5.8,-0.0375,0
Pathology,14.179,5.679,445,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,95,8000000,3000000,0.16670000000000001,0.0,-5000000,0,0,6.0,-0.625,0
License to Wed,15.925,5.679,829,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,35000000,68000000,0.3933,0.25,33000000,0,0,5.3,0.9428571428571428,0
Playing for Keeps,14.411,5.674,669,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,105,35000000,9000000,0.44,0.5,-26000000,0,0,5.7,-0.7428571428571429,0
The Last Exorcism,24.322,5.672,985,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,87,1800000,68000000,0.6667000000000001,1.0,66200000,0,0,5.6,36.77777777777778,0
The Incredible Burt Wonderstone,15.162,5.67,1377,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,30000000,29000000,0.8889,0.0,-1000000,0,0,5.9,-0.03333333333333333,0
The Patriot,18.627,5.669,360,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,142,110000000,215000000,0.5,0.5,105000000,3,0,7.1,0.9545454545454546,1
Boomerang,34.909,5.665,548,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,117,40000000,131000000,0.3333,0.3333,91000000,0,0,5.4,2.275,0
Mickey Blue Eyes,12.911,5.664,532,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,102,40000000,17000000,0.0,0.0,-23000000,0,0,5.8,-0.575,0
Wild Card,70.972,5.66,1711,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,92,30000000,6000000,0.4583,0.5,-24000000,0,0,5.6,-0.8,0
Noah,69.888,5.662,6065,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,138,125000000,359000000,1.0,0.6667000000000001,234000000,1,0,5.8,1.872,0
Hudson Hawk,27.912,5.662,948,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,100,70000000,17000000,0.6667000000000001,0.5,-53000000,0,0,5.7,-0.7571428571428571,0
Bait,34.714,5.659,718,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,93,30000000,10800000,0.3333,0.0,-19200000,0,0,5.2,-0.64,0
Flatliners,56.778,5.658,2207,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,115,26000000,61000000,0.44,0.6667000000000001,35000000,1,0,6.6,1.3461538461538463,0
The Haunted Mansion,26.439,5.658,1952,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,88,90000000,182000000,0.3333,0.6,92000000,0,0,4.9,1.0222222222222221,0
Gods of Egypt,46.032,5.654,3955,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,126,140000000,150000000,0.3333,0.6,10000000,0,0,5.5,0.07142857142857142,0
Dark Water,32.69,5.653,967,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,103,30000000,51000000,0.0,0.3333,21000000,0,0,5.6,0.7,0
The House Bunny,28.018,5.652,1846,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,97,25000000,70000000,0.5832999999999999,0.5,45000000,0,0,5.5,1.8,0
Runner Runner,29.06,5.648,1198,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,88,30000000,62000000,0.5832999999999999,0.6667000000000001,32000000,0,0,5.6,1.0666666666666667,0
The Rage: Carrie 2,15.369,5.648,386,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,104,21000000,17000000,0.0,0.0,-4000000,0,0,4.6,-0.19047619047619047,0
Babylon A.D.,47.291,5.646,2027,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,101,70000000,37000000,0.5555,0.0,-33000000,0,0,5.6,-0.4714285714285714,0
Little Fockers,44.967,5.644,3132,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,98,100000000,310000000,0.6777,0.5,210000000,0,0,5.5,2.1,0
Flubber,33.91,5.642,2270,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,80000000,178000000,0.8933,0.2,98000000,0,0,5.2,1.225,0
Darkness,9.157,5.639,370,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,103,10600000,22400000,0.3333,1.0,11800000,0,0,5.4,1.1132075471698113,0
The Black Dahlia,30.958,5.635,1055,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,121,50000000,48000000,0.6667000000000001,0.5,-2000000,0,0,5.6,-0.04,0
Kiss of Death,14.542,5.633,301,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,101,40000000,14900000,0.5333,0.0,-25100000,0,0,5.9,-0.6275,0
Alvin and the Chipmunks: The Squeakquel,48.152,5.632,2802,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,88,75000000,443000000,1.0,0.75,368000000,0,0,4.5,4.906666666666666,0
Ask Me Anything,11.954,5.6,391,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,950000,50000,0.0,0.0,-900000,0,0,6.0,-0.9473684210526315,0
The Nutty Professor,23.559,5.629,2804,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,95,54000000,274000000,0.8055,0.6667000000000001,220000000,1,0,5.6,4.074074074074074,0
Brüno,20.934,5.626,1644,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,42000000,138000000,0.6667000000000001,0.75,96000000,0,0,5.8,2.2857142857142856,0
G.I. Joe: Retaliation,38.504,5.624,5353,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,122,130000000,375000000,0.8889,1.0,245000000,0,0,5.8,1.8846153846153846,0
My Best Friend's Girl,12.288,5.6,719,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,112,20000000,41000000,1.0,0.3333,21000000,0,0,5.9,1.05,0
Admission,16.015,5.622,596,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,107,13000000,18000000,0.11109999999999999,0.5,5000000,0,0,5.7,0.38461538461538464,0
The Omen,66.992,5.622,1025,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,107,2800000,60000000,1.0,0.5,57200000,0,0,7.6,20.428571428571427,1
The Omen,66.992,5.622,1025,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,107,2800000,60000000,1.0,0.5,57200000,0,0,7.6,20.428571428571427,1
Saving Silverman,21.092,5.618,505,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,96,22000000,26000000,0.0,0.6667000000000001,4000000,0,0,5.9,0.18181818181818182,0
Detention,16.055,5.617,359,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,93,10000000,530000,0.3333,0.0,-9470000,0,0,5.8,-0.947,0
Snow Dogs,16.919,5.615,703,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,35000000,35000000,0.6667000000000001,0.3333,0,1,0,5.1,0.0,0
Semi-Pro,24.034,5.614,752,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,55000000,33100000,0.3333,0.0,-21900000,0,0,5.8,-0.3981818181818182,0
The Last Legion,20.776,5.614,770,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,102,35000000,20000000,0.11109999999999999,0.0,-15000000,0,0,5.4,-0.42857142857142855,0
The Texas Chainsaw Massacre 2,22.453,5.613,821,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,101,4700000,8400000,0.0,0.5714,3700000,0,0,5.5,0.7872340425531915,0
Dreamcatcher,33.867,5.612,1679,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,136,68000000,77000000,0.3333,0.0,9000000,0,0,5.5,0.1323529411764706,0
Machete Kills,34.961,5.61,1838,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,107,20000000,15000000,0.6667000000000001,0.7272,-5000000,0,0,5.6,-0.25,0
Confessions of a Teenage Drama Queen,19.505,5.61,858,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,15000000,29000000,0.16670000000000001,0.0,14000000,2,0,4.6,0.9333333333333333,0
George of the Jungle,23.825,5.608,2017,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,92,55000000,174000000,0.85,0.25,119000000,0,0,5.4,2.1636363636363636,0
The Box,27.646,5.607,1697,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115,16000000,15000000,0.11109999999999999,0.0,-1000000,1,0,5.6,-0.0625,0
The Day the Earth Stood Still,24.636,5.607,3279,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,104,80000000,233000000,0.6667000000000001,1.0,153000000,0,0,5.5,1.9125,0
The Day the Earth Stood Still,24.636,5.607,3279,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,104,80000000,232000000,0.6667000000000001,1.0,152000000,2,0,5.5,1.9,0
Employee of the Month,11.545,5.607,609,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,103,12000000,38000000,0.77,1.0,26000000,0,0,5.5,2.1666666666666665,0
Fun Size,12.906,5.6,415,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,14000000,11000000,0.16670000000000001,0.0,-3000000,0,0,5.4,-0.21428571428571427,0
The Final Destination,44.947,5.604,3120,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,82,40000000,187000000,0.8332999999999999,0.3333,147000000,0,0,5.2,3.675,0
On the Road,16.64,5.603,815,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,137,25000000,8000000,0.4285,0.3333,-17000000,0,0,6.1,-0.68,0
Firestarter,37.084,5.597,660,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,114,15000000,17000000,0.11109999999999999,0.75,2000000,0,0,6.0,0.13333333333333333,0
Bad Teacher,44.628,5.596,4560,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,20000000,216000000,0.8332999999999999,0.5,196000000,0,0,5.7,9.8,0
Bullet to the Head,17.124,5.593,1221,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,92,55000000,48000000,0.2777,0.0,-7000000,0,0,5.7,-0.12727272727272726,0
The Guilt Trip,19.812,5.592,671,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,40000000,56000000,0.16670000000000001,0.6,16000000,0,0,5.8,0.4,0
An American Haunting,13.605,5.59,469,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,91,14000000,30000000,0.6667000000000001,0.5,16000000,0,0,5.0,1.1428571428571428,0
Babe: Pig in the City,20.025,5.589,1189,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,97,80000000,69000000,0.46659999999999996,0.75,-11000000,0,0,5.8,-0.1375,0
Joe Dirt,21.66,5.587,693,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,91,17700000,27000000,0.6667000000000001,0.3333,9300000,0,0,5.9,0.5254237288135594,0
The Astronaut's Wife,17.14,5.586,881,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,109,34000000,34000000,0.4114,0.0,0,0,0,5.3,0.0,0
The Astronaut's Wife,17.14,5.586,881,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,109,34000000,34000000,0.4114,0.0,0,0,0,5.3,0.0,0
The Scorpion King,43.653,5.6,3024,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,100,60000000,165000000,0.8889,0.8,105000000,0,0,5.5,1.75,0
The Watch,30.933,5.584,2234,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,102,68000000,68300000,0.3333,0.0,300000,0,0,5.7,0.004411764705882353,0
The Watch,30.933,5.584,2234,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,102,68000000,68000000,0.3333,0.0,0,0,0,5.7,0.0,0
The Green Hornet,22.752,5.584,3119,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,119,120000000,228000000,0.46659999999999996,0.5,108000000,0,0,5.8,0.9,0
The Medallion,31.814,5.584,1041,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,108,41000000,46000000,0.16670000000000001,0.0,5000000,0,0,5.2,0.12195121951219512,0
The Juror,31.697,5.584,358,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,118,44000000,63000000,0.6,0.0,19000000,0,0,5.6,0.4318181818181818,0
Sabotage,28.827,5.583,1368,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,109,35000000,22000000,0.5,0.7142000000000001,-13000000,0,0,5.7,-0.37142857142857144,0
Sabotage,28.827,5.583,1368,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,109,35000000,15100000,0.5,0.7142000000000001,-19900000,0,0,5.7,-0.5685714285714286,0
White Noise,20.566,5.578,637,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,101,10000000,91000000,0.6667000000000001,0.5,81000000,0,0,5.5,8.1,0
Yogi Bear,21.802,5.577,839,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,80,80000000,201000000,0.8332999999999999,1.0,121000000,0,0,4.6,1.5125,0
Without a Paddle,12.089,5.571,618,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,95,19000000,72300000,0.6667000000000001,0.5,53300000,0,0,5.9,2.805263157894737,0
Whiteout,20.85,5.569,723,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,101,35000000,19000000,0.3333,0.3333,-16000000,0,0,5.5,-0.45714285714285713,0
Evan Almighty,56.474,5.568,4131,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,96,175000000,175000000,0.61,0.6667000000000001,0,1,0,5.4,0.0,0
White Noise,26.394,5.562,777,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,101,10000000,91000000,0.6667000000000001,0.5,81000000,0,0,5.5,8.1,0
Ghost Rider,54.812,5.563,5714,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,123,110000000,228000000,0.6667000000000001,0.5,118000000,0,0,5.2,1.0727272727272728,0
All the Boys Love Mandy Lane,11.082,5.561,631,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,90,750000,1300000,0.0,0.5,550000,0,0,5.6,0.7333333333333333,0
The Lawnmower Man,14.104,5.559,698,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,140,10000000,32000000,1.0,0.5,22000000,0,0,5.4,2.2,0
The Covenant,27.097,5.558,956,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,97,20000000,37000000,0.3333,0.2,17000000,0,0,5.3,0.85,0
Lady in the Water,17.432,5.558,1317,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,110,70000000,72000000,0.5832999999999999,0.77,2000000,0,0,5.6,0.02857142857142857,0
Hellboy,172.23,5.6,3290,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,132,66000000,99400000,0.0,0.6,33400000,0,0,6.8,0.5060606060606061,0
Dumb and Dumber To,43.827,5.555,3059,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,35000000,169000000,0.5555,0.6667000000000001,134000000,0,0,5.7,3.8285714285714287,0
Diary of the Dead,14.18,5.554,751,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,95,2000000,5000000,0.8332999999999999,1.0,3000000,0,0,5.7,1.5,0
By the Sea,14.719,5.552,575,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,122,10000000,3000000,0.6667000000000001,0.3333,-7000000,0,0,5.3,-0.7,0
Showgirls,81.854,5.6,1175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,131,45000000,20400000,0.11109999999999999,0.5,-24600000,0,0,4.6,-0.5466666666666666,0
Cop Out,25.185,5.548,1439,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,107,37000000,58000000,0.6667000000000001,0.41659999999999997,21000000,0,0,5.6,0.5675675675675675,0
Darkness Falls,21.765,5.548,564,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,96,11000000,32000000,1.0,0.8332999999999999,21000000,0,0,4.9,1.9090909090909092,0
Couples Retreat,38.834,5.547,1906,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,113,60000000,171000000,1.0,1.0,111000000,0,0,5.5,1.85,0
The Sweetest Thing,17.579,5.547,1048,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,90,43000000,68000000,0.0,0.3333,25000000,0,0,5.1,0.5813953488372093,0
Hulk,66.352,5.547,5593,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,138,137000000,245000000,0.3333,0.5,108000000,1,0,5.7,0.7883211678832117,0
Old Dogs,30.968,5.546,706,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,35000000,96000000,0.8933,1.0,61000000,0,0,5.4,1.7428571428571429,0
Agent Cody Banks 2: Destination London,12.275,5.545,604,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,100,26000000,28000000,0.5,0.0,2000000,0,0,4.5,0.07692307692307693,0
Shutter,30.175,5.544,710,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,90,8000000,48000000,1.0,1.0,40000000,0,0,5.2,5.0,0
Air Bud,22.755,5.5,445,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,3000000,27000000,0.5,0.6667000000000001,24000000,0,0,5.1,8.0,0
